name,link,category
"Латте матча 0,3 на кокосовом напитке, кафе",https://vkusvill.ru/goods/latte-matcha-0-3-na-kokosovom-napitke-kafe-80187.html,Кафе
"Латте матча 0,3 на миндальном напитке, кафе",https://vkusvill.ru/goods/latte-matcha-0-3-na-mindalnom-napitke-kafe-80181.html,Кафе
"Латте матча 0,3 на фундучном напитке, кафе",https://vkusvill.ru/goods/latte-matcha-0-3-na-funduchnom-napitke-kafe-80191.html,Кафе
"Латте матча 0,3, кафе",https://vkusvill.ru/goods/latte-matcha-0-3-kafe-30491.html,Кафе
"Латте мед и куркума 0,3 на безлактозном молоке, кафе",https://vkusvill.ru/goods/latte-med-i-kurkuma-0-3-na-bezlaktoznom-moloke-kafe-80175.html,Кафе
"Латте мед и куркума 0,3 на кокосовом напитке, кафе",https://vkusvill.ru/goods/latte-med-i-kurkuma-0-3-na-kokosovom-napitke-kafe-80173.html,Кафе
"Латте мед и куркума 0,3 на миндальном напитке, кафе",https://vkusvill.ru/goods/latte-med-i-kurkuma-0-3-na-mindalnom-napitke-kafe-80197.html,Кафе
"Латте мед и куркума 0,3 на фундучном напитке, кафе",https://vkusvill.ru/goods/latte-med-i-kurkuma-0-3-na-funduchnom-napitke-kafe-80193.html,Кафе
"Латте мед и куркума 0,3, кафе",https://vkusvill.ru/goods/latte-med-i-kurkuma-0-3-kafe-30490.html,Кафе
"Лепешка на гриле с сыром и шпинатом, кафе рег.",https://vkusvill.ru/goods/lepeshka-na-grile-s-syrom-i-shpinatom-kafe-reg-69079.html,Кафе
"Лепешка с куриной ветчиной и сыром на гриле, кафе",https://vkusvill.ru/goods/lepeshka-s-kurinoy-vetchinoy-i-syrom-na-grile-kafe-106480.html,Кафе
"Лепешка с сыром сулугуни на гриле, кафе",https://vkusvill.ru/goods/lepeshka-s-syrom-suluguni-na-grile-kafe-31854.html,Кафе
"Мини-чиабатта с курицей, моцареллой и соусом острый Чили, кафе",https://vkusvill.ru/goods/mini-chiabatta-s-kuritsey-motsarelloy-i-sousom-ostryy-chili-kafe-100730.html,Кафе
"Напиток безалкогольный негазированный «Глинтвейн», кафе",https://vkusvill.ru/goods/napitok-bezalkogolnyy-negazirovannyy-glintveyn-kafe-104376.html,Кафе
"Напиток тонизирующий энергетический «Гуава» газированный, кафе",https://vkusvill.ru/goods/napitok-toniziruyushchiy-energeticheskiy-guava-gazirovannyy-kafe-80897.html,Кафе
"Напиток тонизирующий энергетический «Манго» газированный, кафе",https://vkusvill.ru/goods/napitok-toniziruyushchiy-energeticheskiy-mango-gazirovannyy-kafe-80900.html,Кафе
"Напиток травяной «Балканская ромашка», кафе",https://vkusvill.ru/goods/napitok-travyanoy-balkanskaya-romashka-kafe-92070.html,Кафе
"Напиток травяной «Мята перечная» 0,4, кафе",https://vkusvill.ru/goods/napitok-travyanoy-myata-perechnaya-0-4-kafe-68315.html,Кафе
"Напиток травяной «Цветы ромашки» 0,4, кафе",https://vkusvill.ru/goods/napitok-travyanoy-tsvety-romashki-0-4-kafe-68316.html,Кафе
"Напиток травяной листовой 0,4, кафе",https://vkusvill.ru/goods/napitok-travyanoy-listovoy-0-4-kafe-63960.html,Кафе
"Напиток травяной листовой «Марокканская мята», кафе",https://vkusvill.ru/goods/napitok-travyanoy-listovoy-marokkanskaya-myata-kafe-92069.html,Кафе
"Панини с курицей-гриль, моцареллой и огуречным релишем, кафе",https://vkusvill.ru/goods/panini-s-kuritsey-gril-motsarelloy-i-ogurechnym-relishem-kafe-91179.html,Кафе
"Печенье «Кукис овсяный», кафе",https://vkusvill.ru/goods/pechene-kukis-ovsyanyy-kafe-27160.html,Кафе
"Пирожное веган «Sweet бисквит гречишный с суфле и карамелью», кафе",https://vkusvill.ru/goods/pirozhnoe-vegan-sweet-biskvit-grechishnyy-s-sufle-i-karamelyu-kafe-72434.html,Кафе
"Пирожное морковно-ванильное, кафе",https://vkusvill.ru/goods/pirozhnoe-morkovno-vanilnoe-kafe-32874.html,Кафе
"Пирожок с мясом 45г, кафе",https://vkusvill.ru/goods/pirozhok-s-myasom-45g-kafe-54421.html,Кафе
Плюшка сдобная с маком. Пекарня,https://vkusvill.ru/goods/plyushka-sdobnaya-s-makom-pekarnya-36747.html,Кафе
"Пончик веган с семенами гречихи в шоколаде, кафе",https://vkusvill.ru/goods/ponchik-vegan-s-semenami-grechikhi-v-shokolade-kafe-67137.html,Кафе
"Пряная облепиха 0,3, кафе",https://vkusvill.ru/goods/pryanaya-oblepikha-0-3-kafe-30489.html,Кафе
"Пряный чай масала латте 0,3 на безлактозном молоке, кафе",https://vkusvill.ru/goods/pryanyy-chay-masala-latte-0-3-na-bezlaktoznom-moloke-kafe-80183.html,Кафе
"Пряный чай масала латте 0,3 на кокосовом напитке, кафе",https://vkusvill.ru/goods/pryanyy-chay-masala-latte-0-3-na-kokosovom-napitke-kafe-80182.html,Кафе
"Пряный чай масала латте 0,3 на миндальном напитке, кафе",https://vkusvill.ru/goods/pryanyy-chay-masala-latte-0-3-na-mindalnom-napitke-kafe-80177.html,Кафе
"Пряный чай масала латте 0,3 на фундучном напитке, кафе",https://vkusvill.ru/goods/pryanyy-chay-masala-latte-0-3-na-funduchnom-napitke-kafe-80186.html,Кафе
"Пряный чай масала латте 0,3, кафе",https://vkusvill.ru/goods/pryanyy-chay-masala-latte-0-3-kafe-61676.html,Кафе
"Пунш «Маракуйя-имбирь» с мёдом и апельсином, 0,3, кафе",https://vkusvill.ru/goods/punsh-marakuyya-imbir-s-myedom-i-apelsinom-0-3-kafe-83400.html,Кафе
"Ржаной панини с курицей, с соусом Ремулад и салатом из сельдерея, кафе",https://vkusvill.ru/goods/rzhanoy-panini-s-kuritsey-s-sousom-remulad-i-salatom-iz-seldereya-kafe-81329.html,Кафе
"Смузи с клубникой 300 мл, кафе",https://vkusvill.ru/goods/smuzi-s-klubnikoy-300-ml-kafe-69703.html,Кафе
"Смузи с манго 300 мл, кафе",https://vkusvill.ru/goods/smuzi-s-mango-300-ml-kafe-69700.html,Кафе
"Смузи с маракуйей 300 мл, кафе",https://vkusvill.ru/goods/smuzi-s-marakuyey-300-ml-kafe-69706.html,Кафе
"Сок прямого отжима апельсин 300 мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-apelsin-300-ml-kafe-38518.html,Кафе
"Сок прямого отжима апельсин 500 мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-apelsin-500-ml-kafe-38489.html,Кафе
"Сок прямого отжима гранатовый 300мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-granatovyy-300ml-kafe-24938.html,Кафе
"Сок прямого отжима гранатовый 500мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-granatovyy-500ml-kafe-24939.html,Кафе
"Сок прямого отжима грейпфрутовый 300 мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-greypfrutovyy-300-ml-kafe-38477.html,Кафе
"Сок прямого отжима грейпфрутовый 500 мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-greypfrutovyy-500-ml-kafe-38479.html,Кафе
"Сок прямого отжима мандариновый 300 мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-mandarinovyy-300-ml-kafe-102978.html,Кафе
"Сок прямого отжима мандариновый 500 мл, кафе",https://vkusvill.ru/goods/sok-pryamogo-otzhima-mandarinovyy-500-ml-kafe-102977.html,Кафе
"Сэндвич на злаковом хлебе с пастрами из индейки, соусом айоли и салатом «Вальдорф», кафе",https://vkusvill.ru/goods/sendvich-na-zlakovom-khlebe-s-pastrami-iz-indeyki-sousom-ayoli-i-salatom-valdorf-kafe-101374.html,Кафе
"Сэндвич ролл с курицей, вешенками и соусом том ям на гриле, кафе",https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-veshenkami-i-sousom-tom-yam-na-grile-kafe-85901.html,Кафе
"Сэндвич с беконом и скрэмблом на хлебе с отрубями, кафе",https://vkusvill.ru/goods/sendvich-s-bekonom-i-skremblom-na-khlebe-s-otrubyami-kafe-74206.html,Кафе
"Сэндвич с курицей и печеным перцем, кафе",https://vkusvill.ru/goods/sendvich-s-kuritsey-i-pechenym-pertsem-kafe-68303.html,Кафе
"Сэндвич с овощами гриль, сулугуни и соусом песто, кафе",https://vkusvill.ru/goods/sendvich-s-ovoshchami-gril-suluguni-i-sousom-pesto-kafe-56840.html,Кафе
"Сэндвич с пастрами из индейки и вителло тоннато, кафе",https://vkusvill.ru/goods/sendvich-s-pastrami-iz-indeyki-i-vitello-tonnato-kafe-104964.html,Кафе
"Сэндвич с томленой говядиной, кафе",https://vkusvill.ru/goods/sendvich-s-tomlenoy-govyadinoy-kafe-105650.html,Кафе
"Сэндвич-ролл с огуречным салатом, киноа и фалафелем, кафе",https://vkusvill.ru/goods/sendvich-roll-s-ogurechnym-salatom-kinoa-i-falafelem-kafe-84976.html,Кафе
"Тарта с фундуком в карамели, кафе",https://vkusvill.ru/goods/tarta-s-fundukom-v-karameli-kafe-58182.html,Кафе
"Тарталетка «Манго-маракуйя», кафе",https://vkusvill.ru/goods/tartaletka-mango-marakuyya-kafe-96021.html,Кафе
Тартин зерновой. Пекарня,https://vkusvill.ru/goods/tartin-zernovoy-pekarnya-27859.html,Кафе
"Тартин пшенично-ржаной, половинка, Пекарня",https://vkusvill.ru/goods/tartin-pshenichno-rzhanoy-polovinka-pekarnya-25510.html,Кафе
Тартин пшенично-ржаной. Пекарня,https://vkusvill.ru/goods/tartin-pshenichno-rzhanoy-pekarnya-25509.html,Кафе
"Тартин пшеничный, половинка, Пекарня",https://vkusvill.ru/goods/tartin-pshenichnyy-polovinka-pekarnya-25513.html,Кафе
Тартин пшеничный. Пекарня,https://vkusvill.ru/goods/tartin-pshenichnyy-pekarnya-25512.html,Кафе
Улитка миндальная с вишней. Пекарня,https://vkusvill.ru/goods/ulitka-mindalnaya-s-vishney-pekarnya-57962.html,Кафе
Улитка миндальная с малиной и брусникой. Пекарня,https://vkusvill.ru/goods/ulitka-mindalnaya-s-malinoy-i-brusnikoy-pekarnya-105101.html,Кафе
Улитка миндальная с чёрной смородиной. Пекарня,https://vkusvill.ru/goods/ulitka-mindalnaya-s-chyernoy-smorodinoy-pekarnya-105098.html,Кафе
"Улитка с изюмом, Пекарня",https://vkusvill.ru/goods/ulitka-s-izyumom-pekarnya-50769.html,Кафе
Улитка с лимоном. Пекарня,https://vkusvill.ru/goods/ulitka-s-limonom-pekarnya-57967.html,Кафе
Улитка с маком. Пекарня,https://vkusvill.ru/goods/ulitka-s-makom-pekarnya-57974.html,Кафе
Хачапури с сыром. Пекарня,https://vkusvill.ru/goods/khachapuri-s-syrom-pekarnya-64964.html,Кафе
"Хлеб «Гречишный» без доб. сахара, пекарня",https://vkusvill.ru/goods/khleb-grechishnyy-bez-dob-sakhara-pekarnya-57382.html,Кафе
"Хлеб «Хуторской» с семечками на ржаном солоде, пекарня",https://vkusvill.ru/goods/khleb-khutorskoy-s-semechkami-na-rzhanom-solode-pekarnya-57383.html,Кафе
"Чай зеленый листовой Грин Жасмин 0,4, кафе",https://vkusvill.ru/goods/chay-zelenyy-listovoy-grin-zhasmin-0-4-kafe-74018.html,Кафе
"Чай зеленый листовой классический 0,4, кафе",https://vkusvill.ru/goods/chay-zelenyy-listovoy-klassicheskiy-0-4-kafe-29455.html,Кафе
"Чай черный листовой Эрл Грей 0,4, кафе",https://vkusvill.ru/goods/chay-chernyy-listovoy-erl-grey-0-4-kafe-74019.html,Кафе
"Чай черный листовой классический 0,4, кафе",https://vkusvill.ru/goods/chay-chernyy-listovoy-klassicheskiy-0-4-kafe-29439.html,Кафе
"Чай черный листовой с травами Тайга 0,4, кафе",https://vkusvill.ru/goods/chay-chernyy-listovoy-s-travami-tayga-0-4-kafe-63959.html,Кафе
"Чиабатта ржаная с индейкой и соусом песто, кафе",https://vkusvill.ru/goods/chiabatta-rzhanaya-s-indeykoy-i-sousom-pesto-kafe-60022.html,Кафе
"Чиабатта с курицей, моцареллой и омлетом, кафе",https://vkusvill.ru/goods/chiabatta-s-kuritsey-motsarelloy-i-omletom-kafe-39249.html,Кафе
"Чиабатта с курицей, пармезаном и соусом цезарь, кафе",https://vkusvill.ru/goods/chiabatta-s-kuritsey-parmezanom-i-sousom-tsezar-kafe-39250.html,Кафе
"Шаурма с курицей на гриле, кафе",https://vkusvill.ru/goods/shaurma-s-kuritsey-na-grile-kafe-76127.html,Кафе
"Батончик низкоуглеводный «Миндальное пралине», кафе",https://vkusvill.ru/goods/batonchik-nizkouglevodnyy-mindalnoe-praline-kafe-73825.html,Кафе
"Батончик протеиновый «Соленая карамель с фисташками», кафе",https://vkusvill.ru/goods/batonchik-proteinovyy-solenaya-karamel-s-fistashkami-kafe-91551.html,Кафе
"Батончик протеиновый арахисовый с фундуком в шоколаде, кафе",https://vkusvill.ru/goods/batonchik-proteinovyy-arakhisovyy-s-fundukom-v-shokolade-kafe-73829.html,Кафе
"Батончик протеиновый с фисташками и клюквой в шоколаде, кафе",https://vkusvill.ru/goods/batonchik-proteinovyy-s-fistashkami-i-klyukvoy-v-shokolade-kafe-73820.html,Кафе
"Батончик фрукт-ореховый апельсин с имбирем, кафе",https://vkusvill.ru/goods/batonchik-frukt-orekhovyy-apelsin-s-imbirem-kafe-56836.html,Кафе
"Батончик фрукт-ореховый с инжиром, кафе",https://vkusvill.ru/goods/batonchik-frukt-orekhovyy-s-inzhirom-kafe-56835.html,Кафе
"Батончик фрукт-ореховый шоколад с кокосом, кафе",https://vkusvill.ru/goods/batonchik-frukt-orekhovyy-shokolad-s-kokosom-kafe-56839.html,Кафе
"Бейгл с лососем и творожным сыром, кафе",https://vkusvill.ru/goods/beygl-s-lososem-i-tvorozhnym-syrom-kafe-79221.html,Кафе
"Боул «Британский завтрак», кафе",https://vkusvill.ru/goods/boul-britanskiy-zavtrak-kafe-105602.html,Кафе
"Боул с запеченной курицей, булгуром и соусом из зеленых трав, кафе",https://vkusvill.ru/goods/boul-s-zapechennoy-kuritsey-bulgurom-i-sousom-iz-zelenykh-trav-kafe-94475.html,Кафе
"Брауни с карамелью, кафе",https://vkusvill.ru/goods/brauni-s-karamelyu-kafe-80774.html,Кафе
"Брауни с клюквой и мятой веган, кафе",https://vkusvill.ru/goods/brauni-s-klyukvoy-i-myatoy-vegan-kafe-37833.html,Кафе
"Булочка с кардамоном и корицей, кафе",https://vkusvill.ru/goods/bulochka-s-kardamonom-i-koritsey-kafe-106066.html,Кафе
Вафли творожно-морковные в наборе с соусом « Маскарпоне»,https://vkusvill.ru/goods/vafli-tvorozhno-morkovnye-v-nabore-s-sousom-maskarpone-105490.html,Кафе
"Вода Окси Баланс кислородная 400мл, кафе",https://vkusvill.ru/goods/voda-oksi-balans-kislorodnaya-400ml-kafe-51480.html,Кафе
"Гороховая каша с колбасками и беконом, кафе",https://vkusvill.ru/goods/gorokhovaya-kasha-s-kolbaskami-i-bekonom-kafe-106479.html,Кафе
"Гранола с голубой матчей и вишневым джемом с суфле из ряженки, кафе",https://vkusvill.ru/goods/granola-s-goluboy-matchey-i-vishnevym-dzhemom-s-sufle-iz-ryazhenki-kafe-105249.html,Кафе
"Десерт «Флорентине» с клюквой, кафе",https://vkusvill.ru/goods/desert-florentine-s-klyukvoy-kafe-99695.html,Кафе
"Десерт в банке «Брауни с арахисовым кремом и карамелью», кафе",https://vkusvill.ru/goods/desert-v-banke-brauni-s-arakhisovym-kremom-i-karamelyu-kafe-73212.html,Кафе
"Десерт в банке «Манго клубника» без доб. белого сахара, кафе",https://vkusvill.ru/goods/desert-v-banke-mango-klubnika-bez-dob-belogo-sakhara-kafe-70598.html,Кафе
"Десерт в банке «Медовик с брусникой», кафе",https://vkusvill.ru/goods/desert-v-banke-medovik-s-brusnikoy-kafe-42162.html,Кафе
"Десерт мусс сливочный «Манго-маракуйя», кафе",https://vkusvill.ru/goods/desert-muss-slivochnyy-mango-marakuyya-kafe-71059.html,Кафе
"Донат кофейный (веган), кафе",https://vkusvill.ru/goods/donat-kofeynyy-vegan-kafe-53769.html,Кафе
"Завтрак боул с хашбрауном и шпинатом, кафе",https://vkusvill.ru/goods/zavtrak-boul-s-khashbraunom-i-shpinatom-kafe-99743.html,Кафе
"Закрытый вишневый тарт, кафе",https://vkusvill.ru/goods/zakrytyy-vishnevyy-tart-kafe-99400.html,Кафе
"Закрытый лимонный тарт, кафе",https://vkusvill.ru/goods/zakrytyy-limonnyy-tart-kafe-96830.html,Кафе
"Закрытый омлет с ветчиной и сыром, кафе",https://vkusvill.ru/goods/zakrytyy-omlet-s-vetchinoy-i-syrom-kafe-104701.html,Кафе
"Запеканка творожная «Нежная», кафе",https://vkusvill.ru/goods/zapekanka-tvorozhnaya-nezhnaya-kafe-44548.html,Кафе
"Зефир воздушный с ароматом ванили 7,5г, кафе",https://vkusvill.ru/goods/zefir-vozdushnyy-s-aromatom-vanili-7-5g-kafe-75387.html,Кафе
"Каша из булгура со свининой и овощами, кафе",https://vkusvill.ru/goods/kasha-iz-bulgura-so-svininoy-i-ovoshchami-kafe-106389.html,Кафе
"Каша овсяная на безлактозном молоке с ягодами и миндальными лепестками, кафе",https://vkusvill.ru/goods/kasha-ovsyanaya-na-bezlaktoznom-moloke-s-yagodami-i-mindalnymi-lepestkami-kafe-105273.html,Кафе
"Каша перловая с тушёнкой и овощами, кафе",https://vkusvill.ru/goods/kasha-perlovaya-s-tushyenkoy-i-ovoshchami-kafe-106391.html,Кафе
"Каша пшенная с тыквой на растительной основе без доб. сахара, кафе",https://vkusvill.ru/goods/kasha-pshennaya-s-tykvoy-na-rastitelnoy-osnove-bez-dob-sakhara-kafe-59273.html,Кафе
"Каша рисовая на кокосовой основе с с/фрукт, кафе",https://vkusvill.ru/goods/kasha-risovaya-na-kokosovoy-osnove-s-s-frukt-kafe-33785.html,Кафе
"Кекс «Лимонный», кафе",https://vkusvill.ru/goods/keks-limonnyy-kafe-75227.html,Кафе
"Кекс «Мадлен» с белым шоколадом, кафе",https://vkusvill.ru/goods/keks-madlen-s-belym-shokoladom-kafe-100552.html,Кафе
"Кекс банановый на кокосовой основе, кафе",https://vkusvill.ru/goods/keks-bananovyy-na-kokosovoy-osnove-kafe-29536.html,Кафе
"Кекс морковный с грецким орехом, кафе",https://vkusvill.ru/goods/keks-morkovnyy-s-gretskim-orekhom-kafe-102980.html,Кафе
"Кекс шоколадный с вишней, кафе",https://vkusvill.ru/goods/keks-shokoladnyy-s-vishney-kafe-53768.html,Кафе
"Киш с курицей и грибами, кафе",https://vkusvill.ru/goods/kish-s-kuritsey-i-gribami-kafe-27158.html,Кафе
"Коврижка медовая с брусникой, кафе",https://vkusvill.ru/goods/kovrizhka-medovaya-s-brusnikoy-kafe-101398.html,Кафе
"Коврижка яблочная постная, кафе",https://vkusvill.ru/goods/kovrizhka-yablochnaya-postnaya-kafe-29461.html,Кафе
"Конфета неглазированная «Гречишный батончик», кафе",https://vkusvill.ru/goods/konfeta-neglazirovannaya-grechishnyy-batonchik-kafe-37149.html,Кафе
"Конфета неглазированная «Светлый батончик», кафе",https://vkusvill.ru/goods/konfeta-neglazirovannaya-svetlyy-batonchik-kafe-37146.html,Кафе
"Конфета ручной работы фруктово-ореховая «Финик, миндаль, гвоздика», кафе",https://vkusvill.ru/goods/konfeta-ruchnoy-raboty-fruktovo-orekhovaya-finik-mindal-gvozdika-kafe-98982.html,Кафе
"Конфета ручной работы фруктово-ореховая «Финик, миндаль», кафе",https://vkusvill.ru/goods/konfeta-ruchnoy-raboty-fruktovo-orekhovaya-finik-mindal-kafe-98980.html,Кафе
"Кофе Капучино в банке, кафе",https://vkusvill.ru/goods/kofe-kapuchino-v-banke-kafe-47020.html,Кафе
"Кофе в зернах Арабика Колумбия Хуан Чаморро 250г, кафе",https://vkusvill.ru/goods/kofe-v-zernakh-arabika-kolumbiya-khuan-chamorro-250g-kafe-96449.html,Кафе
"Кофе раф лаванда в банке, кафе",https://vkusvill.ru/goods/kofe-raf-lavanda-v-banke-kafe-73098.html,Кафе
"Круассан классический, кафе",https://vkusvill.ru/goods/kruassan-klassicheskiy-kafe-27198.html,Кафе
"Круассан с курицей и брусникой, кафе",https://vkusvill.ru/goods/kruassan-s-kuritsey-i-brusnikoy-kafe-105609.html,Кафе
"Круассан с семгой и сливочным крем-чизом, кафе",https://vkusvill.ru/goods/kruassan-s-semgoy-i-slivochnym-krem-chizom-kafe-75966.html,Кафе
"Кулеш с курицей и овощами, кафе",https://vkusvill.ru/goods/kulesh-s-kuritsey-i-ovoshchami-kafe-106388.html,Кафе
"Лапша веган гречневая соба с овощами и соусом терияки, кафе",https://vkusvill.ru/goods/lapsha-vegan-grechnevaya-soba-s-ovoshchami-i-sousom-teriyaki-kafe-72568.html,Кафе
"Лимонад «Лапочка» Рислинг б/а, кафе",https://vkusvill.ru/goods/limonad-lapochka-risling-b-a-kafe-79392.html,Кафе
"Лимонад «Лапочка» ананас + личи, кафе",https://vkusvill.ru/goods/limonad-lapochka-ananas-lichi-kafe-65110.html,Кафе
"Лимонад «Лапочка» грейпфрут + лимон, кафе",https://vkusvill.ru/goods/limonad-lapochka-greypfrut-limon-kafe-65112.html,Кафе
"Лимонад «Лапочка» гуава + лайм, кафе",https://vkusvill.ru/goods/limonad-lapochka-guava-laym-kafe-65109.html,Кафе
"Лимонад «Лапочка» манго + чили, кафе",https://vkusvill.ru/goods/limonad-lapochka-mango-chili-kafe-65108.html,Кафе
"Лимонад «Лапочка» персик + вербена, кафе",https://vkusvill.ru/goods/limonad-lapochka-persik-verbena-kafe-96066.html,Кафе
"Лимонад «Тоник классический» 330мл, кафе",https://vkusvill.ru/goods/limonad-tonik-klassicheskiy-330ml-kafe-96433.html,Кафе
"Макарон ваниль 2 шт, кафе",https://vkusvill.ru/goods/makaron-vanil-2-sht-kafe-78665.html,Кафе
"Макарон кленовый пекан 2шт., кафе",https://vkusvill.ru/goods/makaron-klenovyy-pekan-2sht-kafe-79620.html,Кафе
"Макарон манго и маракуйя 2 шт, кафе",https://vkusvill.ru/goods/makaron-mango-i-marakuyya-2-sht-kafe-79619.html,Кафе
"Макарон медовик 2 шт, кафе",https://vkusvill.ru/goods/makaron-medovik-2-sht-kafe-98701.html,Кафе
"Макарон соленая карамель 2шт, кафе",https://vkusvill.ru/goods/makaron-solenaya-karamel-2sht-kafe-78689.html,Кафе
"Макарон тирамису 2 шт, кафе",https://vkusvill.ru/goods/makaron-tiramisu-2-sht-kafe-98698.html,Кафе
"Макарон фисташка 2шт, кафе",https://vkusvill.ru/goods/makaron-fistashka-2sht-kafe-78695.html,Кафе
"Мед цветочный 20г, кафе",https://vkusvill.ru/goods/med-tsvetochnyy-20g-kafe-58607.html,Кафе
"Медовик с клюквой и малиной, кафе",https://vkusvill.ru/goods/medovik-s-klyukvoy-i-malinoy-kafe-80772.html,Кафе
"Медовик, кафе",https://vkusvill.ru/goods/medovik-kafe-37828.html,Кафе
"Медовый бисквит с йогуртовым кремом и соленой карамелью, кафе",https://vkusvill.ru/goods/medovyy-biskvit-s-yogurtovym-kremom-i-solenoy-karamelyu-kafe-92004.html,Кафе
"Морс вишневый 0,33, кафе",https://vkusvill.ru/goods/mors-vishnevyy-0-33-kafe-27668.html,Кафе
"Морс клюквенный 0,33, кафе",https://vkusvill.ru/goods/mors-klyukvennyy-0-33-kafe-27672.html,Кафе
"Морс облепиховый 0,33, кафе",https://vkusvill.ru/goods/mors-oblepikhovyy-0-33-kafe-27669.html,Кафе
"Набор пирожных макарон «Ваниль, фисташка, соленая карамель» 6 шт, кафе",https://vkusvill.ru/goods/nabor-pirozhnykh-makaron-vanil-fistashka-solenaya-karamel-6-sht-kafe-78583.html,Кафе
"Напиток «L-карнитин со вкусом Ананас», кафе",https://vkusvill.ru/goods/napitok-l-karnitin-so-vkusom-ananas-kafe-83076.html,Кафе
"Напиток «L-карнитин со вкусом Грейпфрут-Апельсин», кафе",https://vkusvill.ru/goods/napitok-l-karnitin-so-vkusom-greypfrut-apelsin-kafe-83077.html,Кафе
"Напиток б/а «Smart Cola + CBD» газированный, кафе",https://vkusvill.ru/goods/napitok-b-a-smart-cola-cbd-gazirovannyy-kafe-74516.html,Кафе
"Напиток б/а среднегазированный «Оранж + магний», кафе",https://vkusvill.ru/goods/napitok-b-a-srednegazirovannyy-oranzh-magniy-kafe-93368.html,Кафе
"Напиток газированный «Апельсин-Маракуйя», кафе",https://vkusvill.ru/goods/napitok-gazirovannyy-apelsin-marakuyya-kafe-93258.html,Кафе
"Напиток газированный «Малина Пало Санто + магний», кафе",https://vkusvill.ru/goods/napitok-gazirovannyy-malina-palo-santo-magniy-kafe-96436.html,Кафе
"Напиток сокосодержащий персиковый с коллагеном, кафе",https://vkusvill.ru/goods/napitok-sokosoderzhashchiy-persikovyy-s-kollagenom-kafe-82779.html,Кафе
Напиток сокосодержащий “Изотоник со вкусом апельсина,https://vkusvill.ru/goods/napitok-sokosoderzhashchiy-izotonik-so-vkusom-apelsina-kafe-82564.html,Кафе
"Печенье «Шарики» с варёной сгущёнкой, кафе",https://vkusvill.ru/goods/pechene-shariki-s-varyenoy-sgushchyenkoy-kafe-90665.html,Кафе
"Печенье слоеное «Кофе и мускатный орех» 45г, кафе",https://vkusvill.ru/goods/pechene-sloenoe-kofe-i-muskatnyy-orekh-45g-kafe-94389.html,Кафе
"Пирожное «Ореон» с творожным кремом, кафе",https://vkusvill.ru/goods/pirozhnoe-oreon-s-tvorozhnym-kremom-kafe-57956.html,Кафе
"Пирожное «Шоколадный фондан», кафе",https://vkusvill.ru/goods/pirozhnoe-shokoladnyy-fondan-kafe-33859.html,Кафе
"Пирожное бисквитное «Лавандовое» с черникой, кафе",https://vkusvill.ru/goods/pirozhnoe-biskvitnoe-lavandovoe-s-chernikoy-kafe-78683.html,Кафе
"Пирожное веган «Sweet бисквит с ягодным суфле», кафе",https://vkusvill.ru/goods/pirozhnoe-vegan-sweet-biskvit-s-yagodnym-sufle-kafe-69219.html,Кафе
"Пирожное веган «Захер» шоколад с абрикосом, кафе",https://vkusvill.ru/goods/pirozhnoe-vegan-zakher-shokolad-s-abrikosom-kafe-61507.html,Кафе
"Пирожное веган шоколадный трюфель, кафе",https://vkusvill.ru/goods/pirozhnoe-vegan-shokoladnyy-tryufel-kafe-60820.html,Кафе
"Пирожное заварное кольцо с творожной начинкой, кафе",https://vkusvill.ru/goods/pirozhnoe-zavarnoe-koltso-s-tvorozhnoy-nachinkoy-kafe-75055.html,Кафе
"Пирожное пряное тыквенное, кафе",https://vkusvill.ru/goods/pirozhnoe-pryanoe-tykvennoe-kafe-37824.html,Кафе
"Пирожные макарон «Десертное настроение» набор 6шт, кафе",https://vkusvill.ru/goods/pirozhnye-makaron-desertnoe-nastroenie-nabor-6sht-kafe-86734.html,Кафе
"Пирожок с мясом 60 гр., кафе",https://vkusvill.ru/goods/pirozhok-s-myasom-60-gr-kafe-107567.html,Кафе
"Пончик веган с лесными ягодами, кафе",https://vkusvill.ru/goods/ponchik-vegan-s-lesnymi-yagodami-kafe-71890.html,Кафе
"Пряник заварной имбирный, кафе",https://vkusvill.ru/goods/pryanik-zavarnoy-imbirnyy-kafe-101672.html,Кафе
"Рулет фисташковый с малиной, кафе",https://vkusvill.ru/goods/rulet-fistashkovyy-s-malinoy-kafe-43488.html,Кафе
"Сливочные ириски с солью, кафе",https://vkusvill.ru/goods/slivochnye-iriski-s-solyu-kafe-47026.html,Кафе
"Слойка с клубничным конфитюром, кафе",https://vkusvill.ru/goods/sloyka-s-klubnichnym-konfityurom-kafe-104778.html,Кафе
"Сметанник шоколадный, кафе",https://vkusvill.ru/goods/smetannik-shokoladnyy-kafe-80765.html,Кафе
